title,author,added_date,filename,opf_title,opf_creator,opf_language,opf_source,opf_publisher,opf_identifier
これはあくまで、ままごとだから。,真代屋 秀晃,2025-08-29, これはあくまでままごとだから .epub,これはあくまで、ままごとだから。,真代屋 秀晃,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,B0CZ8KHRRH
これはあくまで、ままごとだから。２,真代屋 秀晃,2025-08-29, これはあくまでままごとだから２ .epub,これはあくまで、ままごとだから。２,真代屋 秀晃,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,B0DFFRQQ49
こんなチンポに誰がした！〜不本意寝取り系純愛ハーレム奇譚〜１巻: 黒淵麗奈が哭いた夜,ブラック木蓮,2025-08-05, こんなチンポに誰がした不本意寝取り系純愛ハーレム奇譚１巻 黒淵麗奈が哭いた夜 .epub,こんなチンポに誰がした！〜不本意寝取り系純愛ハーレム奇譚〜１巻: 黒淵麗奈が哭いた夜,ブラック木蓮,zh-CN,,,85a981dd-e44a-4e1f-9392-ccbb922a30ae
それでも、あなたは回すのか,紙木織々,2025-11-21, それでもあなたは回すのか .epub,それでも、あなたは回すのか,紙木織々,zh-CN,,新潮社,Id_447C65F8-253C-4730-9BBA-E1FDD5016C8A_
ただの後方腕組転生者、うっかり勇者に拍手を送ったら黒幕扱いされる。 (角川スニーカー文庫),森空亭,2026-02-06, ただの後方腕組転生者うっかり勇者に拍手を送ったら黒幕扱いされる 角川スニーカー文庫 .epub,ただの後方腕組転生者、うっかり勇者に拍手を送ったら黒幕扱いされる。 (角川スニーカー文庫),森空亭,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:asin:B0G5WV3T8T
ちょっぴり年上でも彼女にしてくれますか？６ ～とびっきりの王子様～,望 公太,2025-08-11, ちょっぴり年上でも彼女にしてくれますか６　～とびっきりの王子様～ .epub,ちょっぴり年上でも彼女にしてくれますか？６ ～とびっきりの王子様～,望 公太,zh-CN,,SBクリエイティブ株式会社,B088NQRV93
とても都合のいいオナホ先輩,九龍城砦,2025-10-17, とても都合のいいオナホ先輩 .epub,とても都合のいいオナホ先輩,九龍城砦,zh-CN,,フランス書院,urn:uuid:6599d4e6-411f-96dd-e4a4-9590991f9f45
とても都合のいいオナホ先輩２ 九条アリス先生編,九龍城砦,2025-10-17, とても都合のいいオナホ先輩２　九条アリス先生編 .epub,とても都合のいいオナホ先輩２ 九条アリス先生編,九龍城砦,zh-CN,,フランス書院,urn:uuid:5b09a5da-6b8a-f119-5001-b36789cba4f8
とても都合のいいオナホ先輩３ 黄衣の女王ちゃん編,九龍城砦,2025-10-17, とても都合のいいオナホ先輩３　黄衣の女王ちゃん編 .epub,とても都合のいいオナホ先輩３ 黄衣の女王ちゃん編,九龍城砦,zh-CN,,フランス書院,urn:uuid:bebdbb03-42f4-0340-c08c-194810115552
とても都合のいいオナホ先輩４ 大いなる邪神編,九龍城砦,2025-10-17, とても都合のいいオナホ先輩４　大いなる邪神編 .epub,とても都合のいいオナホ先輩４ 大いなる邪神編,九龍城砦,zh-CN,,フランス書院,urn:uuid:ab3321a0-b4dc-98bd-089f-5a30547e97d2
とても都合のいいオナホ先輩５ 忘れ去られし旧神編,九龍城砦,2025-10-17, とても都合のいいオナホ先輩５ 忘れ去られし旧神編 .epub,とても都合のいいオナホ先輩５ 忘れ去られし旧神編,九龍城砦,zh-CN,,フランス書院,calibre:508
とろ蜜女教師のＨな個人授業,庵乃音人,2025-07-30, とろ蜜女教師のＨな個人授業 .epub,とろ蜜女教師のＨな個人授業,庵乃音人,zh-CN,,株式会社キルタイムコミュニケーション,B087M8TWBD
とろ蜜熟女喫茶 未亡人・人妻・女社長,庵乃音人,2025-08-05, とろ蜜熟女喫茶　未亡人人妻女社長 .epub,とろ蜜熟女喫茶 未亡人・人妻・女社長,庵乃音人,zh-CN,,株式会社キルタイムコミュニケーション,B00KLSBGLS
どうかこの手にスズランを,懺悔,2025-07-30, どうかこの手にスズランを .epub,どうかこの手にスズランを,懺悔,zh-CN,,株式会社キルタイムコミュニケーション,B07XQSGM1Z
ぼくのことバカにしていた後輩ギャルが全裸で土下座した逆転のハメ撮り48時間プレミアムパック ぼくバカ (フランス書院eブックス),ＸＰＪｂｏｘ,2025-07-01, ぼくのことバカにしていた後輩ギャルが全裸で土下座した逆転のハメ撮り48時間プレミアムパック ぼくバカ フランス書院eブックス .epub,ぼくのことバカにしていた後輩ギャルが全裸で土下座した逆転のハメ撮り48時間プレミアムパック ぼくバカ (フランス書院eブックス),ＸＰＪｂｏｘ,zh-CN,,フランス書院,B09MYZ5SRF
ぼくのことバカにしていた後輩ギャルたちがダブルで全裸土下座した週末シークレットパック,XPJbox,2025-07-01, ぼくのことバカにしていた後輩ギャルたちがダブルで全裸土下座した週末シークレットパック .epub,ぼくのことバカにしていた後輩ギャルたちがダブルで全裸土下座した週末シークレットパック,XPJbox,zh-CN,,フランス書院,urn:uuid:c19ea909-55e2-703b-b0d2-2ec07356a361
また殺されてしまったのですね、探偵様６【電子特典付き】,てにをは,2025-11-30, また殺されてしまったのですね探偵様６電子特典付き .epub,また殺されてしまったのですね、探偵様６【電子特典付き】,てにをは,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04685444A23359000000
ままごと ～ままとないしょのえっちしましょ～「特別増量版」,橘トラ,2025-05-27, ままごと　～ままとないしょのえっちしましょ～特別増量版 .epub,ままごと ～ままとないしょのえっちしましょ～「特別増量版」,橘トラ,ja,,株式会社パラダイム,97848015302180000000
ままごと ～ままとないしょのえっちしましょ～「特別増量版」,橘トラ,2025-07-30, ままごと　～ままとないしょのえっちしましょ～特別増量版  1.epub,ままごと ～ままとないしょのえっちしましょ～「特別増量版」,橘トラ,zh-CN,,株式会社パラダイム,97848015302180000000
もっと！孕ませ！炎のおっぱい異世界おっぱいメイド学園！「特別増量版」,川原圭人,2025-09-22, もっと孕ませ炎のおっぱい異世界おっぱいメイド学園特別増量版 .epub,もっと！孕ませ！炎のおっぱい異世界おっぱいメイド学園！「特別増量版」,川原圭人,zh-CN,,株式会社パラダイム,9784801592988
もっと！孕ませ！炎のおっぱい超エロ☆アプリ学園！「特別増量版」,川原圭人,2025-09-22, もっと孕ませ炎のおっぱい超エロ☆アプリ学園特別増量版 .epub,もっと！孕ませ！炎のおっぱい超エロ☆アプリ学園！「特別増量版」,川原圭人,zh-CN,,株式会社パラダイム,9784801592865
やぁ“登校”に挑めニンゲン ～ゲーマー共は武器を片手に歪んだ校舎を踏破する～【電子特典付き】,罠和　ノワナ,2025-11-25, やぁ登校に挑めニンゲン　～ゲーマー共は武器を片手に歪んだ校舎を踏破する～電子特典付き .epub,やぁ“登校”に挑めニンゲン ～ゲーマー共は武器を片手に歪んだ校舎を踏破する～【電子特典付き】,罠和 ノワナ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:uuid:db251a8f-30ad-45b1-a4ee-3d23831876fc
やぁ“登校”に挑めニンゲン２【電子特典付き】,罠和　ノワナ,2026-02-26, やぁ登校に挑めニンゲン２電子特典付き .epub,やぁ“登校”に挑めニンゲン２【電子特典付き】,罠和 ノワナ,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:uuid:c07e6332-c9ad-4cec-828d-51e40cf7ec77
やり直し悪徳領主は反省しない！ (富士見ファンタジア文庫),桜生 懐,2025-11-24, やり直し悪徳領主は反省しない 富士見ファンタジア文庫 .epub,やり直し悪徳領主は反省しない！ (富士見ファンタジア文庫),桜生 懐,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,ASIN:B0CPDRDKLW
やり直し悪徳領主は反省しない！２ (富士見ファンタジア文庫),桜生 懐,2025-11-24, やり直し悪徳領主は反省しない２ 富士見ファンタジア文庫 .epub,やり直し悪徳領主は反省しない！２ (富士見ファンタジア文庫),桜生 懐,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,46afbba2-fe9e-46a9-8c6a-e3680d13d485
やり直し悪徳領主は反省しない！３【電子特別版】,桜生　懐,2025-11-24, やり直し悪徳領主は反省しない３電子特別版 .epub,やり直し悪徳領主は反省しない！３【電子特別版】,桜生 懐,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04075933A21575300000
わたしが恋人になれるわけないじゃん、ムリムリ！（※ムリじゃなかった!?） 8,みかみてれん,2025-09-25, わたしが恋人になれるわけないじゃんムリムリムリじゃなかった 8 .epub,わたしが恋人になれるわけないじゃん、ムリムリ！（※ムリじゃなかった!?） 8,みかみてれん,zh-CN,,株式会社 集英社,08631617017696000000
アネハメ 俺の初恋が実姉なわけがない (美少女文庫),懺悔,2025-07-28, アネハメ 俺の初恋が実姉なわけがない 美少女文庫 .epub,アネハメ 俺の初恋が実姉なわけがない (美少女文庫),懺悔,zh-CN,,フランス書院,fb30a7c8-bb81-4c85-b901-edf6cacb3c0d
イジラレ～復讐催眠～,おくとぱす,2025-07-30, イジラレ～復讐催眠～ .epub,イジラレ～復讐催眠～,おくとぱす,zh-CN,,フランス書院,B07SY7D2L3
イチャマゾ for M ドＳなメイドさんにお仕置き三昧！,愛内なの,2025-06-17, イチャマゾ for M　ドＳなメイドさんにお仕置き三昧 .epub,イチャマゾ for M ドＳなメイドさんにお仕置き三昧！,愛内なの,zh-CN,,株式会社パラダイム,B079PJTWBP
イチャマゾ!! ドＭお嬢さまとドＳメイドの挑戦状,愛内なの,2025-06-17, イチャマゾ　ドＭお嬢さまとドＳメイドの挑戦状 .epub,イチャマゾ!! ドＭお嬢さまとドＳメイドの挑戦状,愛内なの,zh-CN,,株式会社パラダイム,B01J1OKJVK
エッチすぎる悪役令嬢が選んだ新婚約者が白豚王子の俺とか本気ですか？,さささのよし,2025-07-30, エッチすぎる悪役令嬢が選んだ新婚約者が白豚王子の俺とか本気ですか .epub,エッチすぎる悪役令嬢が選んだ新婚約者が白豚王子の俺とか本気ですか？,さささのよし,zh-CN,,フランス書院,calibre:6
エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件,ソルティ,2025-05-19, エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件 .epub,エッチできるＶＲＭＭＯで性奴隷にした美少女たちがリアルでも知り合いだった件,ソルティ,ja,,フランス書院,urn:uuid:896a9454-c29b-de37-4d09-29bb1e5f3a14
